VIT Branch,Subject Branch,CGPA,Placement got
AP,B.Tech Computer Science & Engineering,8.89,Yes
Vellore,B.Tech Computer Science & Engineering,8.87,No
Bhopal,B.Tech Electronics & Communication Engineering,9.32,No
Vellore,B.Tech Computer Science & Engineering,7.16,No
AP,B.Tech Computer Science & Engineering,7.39,No
Bhopal,B.Tech Computer Science & Engineering,7.07,No
AP,B.Tech Computer Science & Engineering,7.48,No
Chennai,B.Tech Computer Science & Engineering,9.09,Yes
Chennai,B.Tech Computer Science & Engineering,6.05,No
Chennai,B.Tech Computer Science & Engineering,7.19,No
Chennai,B.Tech Computer Science & Engineering,8.99,No
Vellore,B.Tech Computer Science & Engineering,5.24,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),6.86,No
Vellore,B.Tech Computer Science & Engineering,6.19,No
Bhopal,B.Tech Computer Science & Engineering,7.93,No
Bhopal,B.Tech Computer Science & Engineering,5.82,No
Vellore,B.Tech Computer Science & Engineering,7.53,No
Chennai,B.Tech Computer Science & Engineering,9.93,No
Vellore,B.Tech CSE (Education Technology),8.62,Yes
AP,B.Tech Computer Science & Engineering,5.52,No
AP,B.Tech Electronics & Communication Engineering,7.76,No
Vellore,B.Tech Computer Science & Engineering,5.57,No
Vellore,B.Tech Computer Science & Engineering,7.52,No
Vellore,B.Tech Computer Science & Engineering,6.0,No
Chennai,B.Tech Computer Science & Engineering,5.58,No
Vellore,B.Tech Computer Science & Engineering,5.22,No
AP,B.Tech Computer Science & Engineering,5.55,No
Vellore,B.Tech Computer Science & Engineering,9.17,Yes
Vellore,B.Tech Computer Science & Engineering,7.55,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),9.25,No
AP,B.Tech CSE (Health Informatics),7.8,No
Chennai,B.Tech Computer Science & Engineering,9.68,Yes
Vellore,B.Tech Computer Science & Engineering,9.69,Yes
Chennai,B.Tech CSE (AI & ML),7.33,No
Bhopal,B.Tech Computer Science & Engineering,6.33,No
AP,B.Tech Computer Science & Engineering,8.68,Yes
Vellore,B.Tech Computer Science & Engineering,6.53,No
Vellore,B.Tech Computer Science & Engineering,9.56,Yes
AP,B.Tech Computer Science & Engineering,8.17,Yes
Vellore,M.Tech AI & Data Science,5.24,No
Vellore,B.Tech Computer Science & Engineering,6.21,No
Vellore,B.Tech CSE (Health Informatics),6.98,No
Vellore,B.Tech Computer Science & Engineering,8.67,No
Vellore,B.Tech Computer Science & Engineering,9.1,No
AP,B.Tech Computer Science & Engineering,6.23,No
Vellore,B.Tech Computer Science & Engineering,9.59,Yes
Vellore,B.Tech CSE (AI & ML),7.69,No
Vellore,B.Tech Computer Science & Engineering,7.82,No
Chennai,B.Tech CSE (AI & ML),5.76,No
Vellore,B.Tech Computer Science & Engineering,7.64,No
Chennai,B.Tech Computer Science & Engineering,9.12,Yes
Chennai,B.Tech Computer Science & Engineering,7.91,No
Vellore,B.Tech Computer Science & Engineering,9.63,No
Chennai,B.Tech Computer Science & Engineering,5.41,No
Vellore,B.Tech Electronics & Communication Engineering,6.19,No
Chennai,B.Tech Computer Science & Engineering,5.14,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),9.07,No
Bhopal,B.Tech Computer Science & Engineering,8.94,Yes
Chennai,B.Tech Computer Science & Engineering,5.83,No
Vellore,B.Tech CSE (Education Technology),6.81,No
Vellore,B.Tech CSE (Health Informatics),9.66,Yes
Vellore,B.Tech Computer Science & Engineering,9.01,Yes
Vellore,B.Tech Computer Science & Engineering,9.32,No
Vellore,B.Tech Electronics & Communication Engineering,6.98,No
Vellore,B.Tech Mechanical Engineering,6.45,No
Vellore,Other,7.06,No
Vellore,B.Tech Computer Science & Engineering,5.56,No
AP,B.Tech CSE (E-Commerce Technology),9.87,No
Vellore,B.Tech Computer Science & Engineering,7.5,No
AP,M.Tech CSE (Cyber Security),6.25,No
Vellore,B.Tech Computer Science & Engineering,5.72,No
Bhopal,B.Tech Computer Science & Engineering,8.75,No
Chennai,B.Tech Computer Science & Engineering,9.41,Yes
AP,B.Tech CSE (Health Informatics),6.26,No
Chennai,B.Tech Computer Science & Engineering,8.82,Yes
Bhopal,B.Tech Computer Science & Engineering,6.43,No
Vellore,B.Tech Computer Science & Engineering,8.66,Yes
AP,B.Tech Mechanical Eng (AI & Robotics),9.44,Yes
Chennai,M.Tech CSE (Cyber Security),9.21,Yes
Vellore,B.Tech Computer Science & Engineering,6.88,No
Vellore,B.Tech Computer Science & Engineering,8.12,Yes
AP,B.Tech Computer Science & Engineering,6.73,No
Vellore,B.Tech Computer Science & Engineering,6.67,No
Vellore,B.Tech Computer Science & Engineering,6.18,No
Vellore,B.Tech CSE (Cloud Computing & Automation),5.32,No
Chennai,B.Tech ECE (AI & Cybernetics),9.14,No
Chennai,B.Tech Computer Science & Engineering,6.14,No
Chennai,Other,7.62,No
Chennai,B.Tech Computer Science & Engineering,6.67,No
Bhopal,B.Tech Computer Science & Engineering,6.39,No
Vellore,B.Tech Computer Science & Engineering,8.04,Yes
Vellore,M.Tech CSE (Cyber Security),5.78,No
Vellore,B.Tech Computer Science & Engineering,9.24,Yes
Vellore,B.Tech CSE (Health Informatics),5.07,No
AP,B.Tech CSE (Education Technology),7.59,No
AP,B.Tech Computer Science & Engineering,6.39,No
Vellore,B.Tech CSE (AI & ML),6.5,No
AP,B.Tech CSE (AI & ML),5.92,No
Vellore,B.Tech Computer Science & Engineering,8.09,Yes
Chennai,B.Tech Computer Science & Engineering,7.0,No
Bhopal,B.Tech CSE (Health Informatics),8.85,No
Vellore,B.Tech Computer Science & Engineering,5.43,No
AP,M.Tech VLSI Design,6.17,No
Chennai,B.Tech Computer Science & Engineering,7.68,No
AP,B.Tech Computer Science & Engineering,5.47,No
Vellore,M.Tech CSE (Cyber Security),5.15,No
Bhopal,B.Tech Computer Science & Engineering,8.64,Yes
Chennai,B.Tech Computer Science & Engineering,7.29,No
Vellore,B.Tech Computer Science & Engineering,5.49,No
AP,B.Tech Computer Science & Engineering,9.36,No
Bhopal,B.Tech Computer Science & Engineering,6.27,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),6.15,No
Chennai,B.Tech Electronics & Communication Engineering,8.07,Yes
Bhopal,B.Tech ECE (AI & Cybernetics),7.41,No
AP,B.Tech Electronics & Communication Engineering,6.19,No
Chennai,B.Tech Computer Science & Engineering,9.1,Yes
Vellore,B.Tech Computer Science & Engineering,6.47,No
Bhopal,M.Tech VLSI Design,8.64,Yes
Vellore,B.Tech Computer Science & Engineering,7.84,No
AP,B.Tech Mechanical Eng (AI & Robotics),5.15,No
Vellore,B.Tech Electronics & Communication Engineering,9.95,Yes
Vellore,B.Tech Computer Science & Engineering,7.38,No
Chennai,B.Tech Computer Science & Engineering,5.82,No
AP,B.Tech Computer Science & Engineering,9.92,Yes
Vellore,B.Tech Computer Science & Engineering,5.01,No
Chennai,B.Tech CSE (Health Informatics),8.89,Yes
Vellore,B.Tech Computer Science & Engineering,7.43,No
Vellore,B.Tech CSE (AI & ML),6.25,No
Vellore,B.Tech CSE (AI & ML),9.79,Yes
Vellore,B.Tech Computer Science & Engineering,7.43,No
Chennai,B.Tech CSE (Cloud Computing & Automation),6.6,No
Vellore,B.Tech Mechanical Engineering,6.38,No
Vellore,B.Tech CSE (Health Informatics),8.96,No
Vellore,B.Tech Computer Science & Engineering,6.22,No
Vellore,B.Tech Computer Science & Engineering,6.17,No
Vellore,B.Tech CSE (Health Informatics),5.96,No
AP,B.Tech Electronics & Communication Engineering,9.25,No
Vellore,B.Tech Computer Science & Engineering,8.96,Yes
Vellore,B.Tech Electronics & Communication Engineering,6.68,No
AP,B.Tech Computer Science & Engineering,5.98,No
AP,B.Tech Computer Science & Engineering,6.82,No
AP,B.Tech Computer Science & Engineering,7.1,No
Vellore,B.Tech CSE (Health Informatics),6.19,No
Vellore,B.Tech CSE (Education Technology),5.11,No
Vellore,B.Tech Computer Science & Engineering,6.48,No
Vellore,B.Tech Computer Science & Engineering,9.37,Yes
Chennai,B.Tech CSE (Health Informatics),7.33,No
Vellore,B.Tech CSE (E-Commerce Technology),5.56,No
Vellore,B.Tech Computer Science & Engineering,8.42,No
AP,B.Tech Computer Science & Engineering,9.37,No
AP,B.Tech CSE (Cloud Computing & Automation),6.06,No
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),7.92,No
Bhopal,M.Tech VLSI Design,7.82,No
Bhopal,B.Tech Computer Science & Engineering,7.45,No
Vellore,B.Tech Computer Science & Engineering,9.27,Yes
Bhopal,B.Tech Computer Science & Engineering,9.07,Yes
Chennai,B.Tech CSE (AI & ML),8.01,No
Vellore,B.Tech Computer Science & Engineering,5.12,No
Bhopal,B.Tech ECE (AI & Cybernetics),6.32,No
Chennai,B.Tech Electronics & Communication Engineering,9.52,Yes
Vellore,B.Tech ECE (AI & Cybernetics),6.27,No
Vellore,B.Tech Computer Science & Engineering,9.2,Yes
AP,B.Tech CSE (AI & ML),7.82,No
Vellore,B.Tech CSE (AI & ML),6.71,No
Chennai,B.Tech Computer Science & Engineering,7.73,No
Vellore,B.Tech CSE (Health Informatics),6.39,No
Vellore,B.Tech Computer Science & Engineering,9.08,Yes
Bhopal,B.Tech Computer Science & Engineering,9.34,No
Vellore,B.Tech Computer Science & Engineering,7.07,No
Vellore,B.Tech Electronics & Communication Engineering,9.88,Yes
Vellore,B.Tech Computer Science & Engineering,8.47,Yes
Vellore,B.Tech Computer Science & Engineering,8.88,No
Vellore,B.Tech Computer Science & Engineering,6.52,No
Bhopal,B.Tech CSE (Cyber Security & Digital Forensics),9.73,Yes
Chennai,B.Tech Computer Science & Engineering,9.35,Yes
Vellore,B.Tech Computer Science & Engineering,6.59,No
Chennai,B.Tech Computer Science & Engineering,8.28,Yes
Vellore,B.Tech Computer Science & Engineering,5.47,No
Vellore,B.Tech Computer Science & Engineering,7.85,No
Vellore,B.Tech Computer Science & Engineering,6.89,No
Bhopal,B.Tech CSE (AI & ML),5.22,No
Vellore,B.Tech Computer Science & Engineering,5.98,No
Chennai,B.Tech Electronics & Communication Engineering,8.73,No
Chennai,B.Tech Computer Science & Engineering,9.43,Yes
AP,B.Tech Electronics & Communication Engineering,7.14,No
Bhopal,B.Tech Computer Science & Engineering,8.91,Yes
AP,B.Tech Computer Science & Engineering,8.83,Yes
AP,B.Tech CSE (Health Informatics),6.68,No
Bhopal,B.Tech CSE (Education Technology),8.62,Yes
Vellore,B.Tech Computer Science & Engineering,8.37,Yes
Bhopal,B.Tech Computer Science & Engineering,5.62,No
Vellore,M.Tech CSE (Cyber Security),8.77,Yes
Bhopal,B.Tech Computer Science & Engineering,5.49,No
AP,B.Tech Computer Science & Engineering,8.28,No
Chennai,B.Tech CSE (E-Commerce Technology),8.58,Yes
AP,B.Tech Computer Science & Engineering,7.84,No
Vellore,B.Tech CSE (Health Informatics),7.37,No
AP,B.Tech Computer Science & Engineering,8.36,No
AP,B.Tech CSE (E-Commerce Technology),5.16,No
Chennai,B.Tech Computer Science & Engineering,6.57,No
AP,B.Tech Computer Science & Engineering,7.12,No
Bhopal,B.Tech Electronics & Communication Engineering,7.37,No
Vellore,B.Tech Computer Science & Engineering,6.68,No
Bhopal,B.Tech Computer Science & Engineering,6.47,No
Vellore,B.Tech CSE (AI & ML),8.67,No
Vellore,B.Tech Computer Science & Engineering,9.96,No
Chennai,B.Tech Computer Science & Engineering,5.61,No
Vellore,B.Tech Computer Science & Engineering,9.39,Yes
Vellore,B.Tech Computer Science & Engineering,7.29,No
Vellore,B.Tech Electronics & Communication Engineering,6.48,No
Bhopal,B.Tech Computer Science & Engineering,8.67,Yes
AP,B.Tech Computer Science & Engineering,8.55,No
Chennai,B.Tech Computer Science & Engineering,6.22,No
Chennai,B.Tech Computer Science & Engineering,7.22,No
Chennai,B.Tech CSE (Health Informatics),5.86,No
Vellore,B.Tech Computer Science & Engineering,9.91,Yes
Vellore,B.Tech Computer Science & Engineering,7.72,No
Bhopal,B.Tech Computer Science & Engineering,7.34,No
Vellore,B.Tech Computer Science & Engineering,9.24,Yes
Chennai,B.Tech Computer Science & Engineering,8.23,No
Vellore,B.Tech Computer Science & Engineering,8.81,Yes
Vellore,B.Tech CSE (E-Commerce Technology),7.81,No
Vellore,B.Tech Computer Science & Engineering,6.8,No
Vellore,B.Tech Computer Science & Engineering,8.51,Yes
Vellore,B.Tech Computer Science & Engineering,7.93,No
Chennai,B.Tech Computer Science & Engineering,7.21,No
Chennai,B.Tech ECE (AI & Cybernetics),6.2,No
Vellore,B.Tech Computer Science & Engineering,9.61,Yes
Vellore,B.Tech CSE (Education Technology),9.94,No
Chennai,B.Tech CSE (AI & ML),6.92,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),8.92,Yes
Bhopal,B.Tech Computer Science & Engineering,6.56,No
Chennai,B.Tech Computer Science & Engineering,9.73,No
Bhopal,B.Tech Computer Science & Engineering,5.11,No
Bhopal,B.Tech CSE (E-Commerce Technology),7.36,No
Bhopal,B.Tech ECE (AI & Cybernetics),7.82,No
AP,B.Tech Computer Science & Engineering,5.38,No
Chennai,B.Tech CSE (Cloud Computing & Automation),7.53,No
Vellore,B.Tech Computer Science & Engineering,5.78,No
AP,M.Tech VLSI Design,6.93,No
Chennai,M.Tech VLSI Design,5.66,No
AP,B.Tech Computer Science & Engineering,8.44,No
Vellore,B.Tech Electronics & Communication Engineering,5.31,No
Vellore,B.Tech Computer Science & Engineering,5.74,No
Vellore,B.Tech Computer Science & Engineering,5.81,No
AP,B.Tech Electronics & Communication Engineering,7.55,No
Chennai,B.Tech Computer Science & Engineering,7.84,No
Chennai,B.Tech Computer Science & Engineering,6.47,No
AP,B.Tech Computer Science & Engineering,8.68,Yes
AP,B.Tech Computer Science & Engineering,7.53,No
Vellore,B.Tech Computer Science & Engineering,8.12,Yes
Bhopal,B.Tech ECE (AI & Cybernetics),5.59,No
Bhopal,B.Tech Electronics & Communication Engineering,8.45,Yes
AP,B.Tech Computer Science & Engineering,8.94,Yes
AP,B.Tech Computer Science & Engineering,7.26,No
Bhopal,B.Tech Mechanical Engineering,8.85,No
Vellore,B.Tech Computer Science & Engineering,5.48,No
Vellore,B.Tech Computer Science & Engineering,5.68,No
Vellore,B.Tech CSE (Education Technology),5.31,No
AP,M.Tech VLSI Design,7.07,No
Vellore,B.Tech Computer Science & Engineering,7.23,No
AP,B.Tech Mechanical Eng (AI & Robotics),8.7,Yes
Bhopal,B.Tech CSE (Cloud Computing & Automation),9.57,Yes
AP,B.Tech CSE (Education Technology),7.58,No
Vellore,B.Tech CSE (AI & ML),8.6,Yes
AP,B.Tech Computer Science & Engineering,5.97,No
Vellore,B.Tech Mechanical Engineering,6.11,No
Chennai,B.Tech CSE (AI & ML),7.01,No
Chennai,B.Tech Computer Science & Engineering,6.93,No
Vellore,B.Tech Computer Science & Engineering,6.16,No
Bhopal,B.Tech CSE (Education Technology),7.3,No
Bhopal,B.Tech Computer Science & Engineering,8.4,Yes
Chennai,B.Tech Computer Science & Engineering,6.09,No
Vellore,B.Tech Computer Science & Engineering,6.66,No
Chennai,B.Tech Computer Science & Engineering,8.11,No
Vellore,B.Tech Computer Science & Engineering,9.58,Yes
Vellore,B.Tech CSE (AI & ML),9.39,No
Chennai,B.Tech Computer Science & Engineering,7.82,No
Chennai,B.Tech Computer Science & Engineering,5.01,No
Bhopal,B.Tech Computer Science & Engineering,8.33,Yes
AP,B.Tech Computer Science & Engineering,6.49,No
Chennai,B.Tech CSE (Health Informatics),9.07,Yes
Vellore,B.Tech Computer Science & Engineering,5.56,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),9.26,Yes
Vellore,B.Tech Computer Science & Engineering,6.47,No
AP,B.Tech Computer Science & Engineering,7.65,No
AP,B.Tech Mechanical Eng (AI & Robotics),8.99,Yes
Vellore,B.Tech CSE (AI & ML),9.41,Yes
Vellore,M.Tech CSE (Cyber Security),9.78,Yes
Vellore,B.Tech CSE (Education Technology),9.36,No
AP,B.Tech Computer Science & Engineering,5.27,No
AP,M.Tech VLSI Design,5.01,No
Bhopal,B.Tech CSE (Education Technology),5.44,No
AP,B.Tech Computer Science & Engineering,8.32,Yes
Chennai,B.Tech Computer Science & Engineering,7.57,No
AP,B.Tech CSE (AI & ML),9.26,No
Bhopal,B.Tech CSE (AI & ML),7.2,No
Vellore,B.Tech Computer Science & Engineering,5.47,No
Vellore,B.Tech Computer Science & Engineering,9.79,No
Chennai,B.Tech CSE (AI & ML),5.6,No
Vellore,B.Tech Computer Science & Engineering,9.56,Yes
Vellore,B.Tech Computer Science & Engineering,8.18,Yes
Bhopal,B.Tech Computer Science & Engineering,7.02,No
Chennai,B.Tech Computer Science & Engineering,9.29,Yes
Bhopal,B.Tech Computer Science & Engineering,6.11,No
Chennai,B.Tech Computer Science & Engineering,6.42,No
Bhopal,B.Tech Electronics & Communication Engineering,7.7,No
AP,B.Tech CSE (E-Commerce Technology),9.56,Yes
Bhopal,B.Tech Computer Science & Engineering,9.15,No
Vellore,B.Tech CSE (Education Technology),6.85,No
Chennai,B.Tech CSE (AI & ML),9.62,Yes
Vellore,B.Tech Computer Science & Engineering,5.91,No
Vellore,B.Tech Computer Science & Engineering,8.24,Yes
Chennai,B.Tech CSE (Health Informatics),8.28,No
AP,B.Tech Computer Science & Engineering,6.78,No
Chennai,B.Tech Computer Science & Engineering,7.06,No
Vellore,B.Tech Computer Science & Engineering,6.75,No
Vellore,B.Tech Computer Science & Engineering,7.63,No
Vellore,B.Tech Computer Science & Engineering,5.64,No
Vellore,B.Tech Electronics & Communication Engineering,7.95,No
Vellore,M.Tech CSE (Cyber Security),9.5,Yes
Vellore,B.Tech Computer Science & Engineering,6.26,No
Chennai,B.Tech Computer Science & Engineering,8.34,Yes
AP,B.Tech Computer Science & Engineering,9.15,Yes
AP,B.Tech Computer Science & Engineering,8.49,Yes
Vellore,B.Tech Computer Science & Engineering,7.8,No
Chennai,M.Tech AI & Data Science,8.45,No
Chennai,B.Tech Computer Science & Engineering,9.85,Yes
Vellore,B.Tech Computer Science & Engineering,6.32,No
Chennai,B.Tech Computer Science & Engineering,9.36,Yes
Chennai,B.Tech Computer Science & Engineering,9.91,Yes
AP,B.Tech Computer Science & Engineering,9.29,No
Vellore,B.Tech Computer Science & Engineering,9.78,No
Chennai,B.Tech Computer Science & Engineering,7.26,No
Bhopal,B.Tech CSE (Education Technology),8.27,Yes
AP,B.Tech Computer Science & Engineering,8.85,Yes
Chennai,M.Tech CSE (Cyber Security),5.63,No
AP,B.Tech Computer Science & Engineering,7.99,No
AP,B.Tech Computer Science & Engineering,8.25,No
Vellore,B.Tech Computer Science & Engineering,9.32,Yes
Vellore,B.Tech Computer Science & Engineering,6.34,No
Chennai,B.Tech Computer Science & Engineering,8.88,No
Vellore,B.Tech Computer Science & Engineering,6.55,No
AP,B.Tech Computer Science & Engineering,7.8,No
Vellore,M.Tech VLSI Design,8.47,No
Bhopal,B.Tech Computer Science & Engineering,5.86,No
AP,B.Tech Computer Science & Engineering,9.37,Yes
Vellore,B.Tech Computer Science & Engineering,7.43,No
Bhopal,B.Tech Electronics & Communication Engineering,8.02,Yes
Chennai,M.Tech VLSI Design,6.04,No
Chennai,B.Tech CSE (Health Informatics),5.17,No
Vellore,B.Tech Computer Science & Engineering,9.11,Yes
Vellore,B.Tech ECE (AI & Cybernetics),8.93,Yes
Chennai,B.Tech Computer Science & Engineering,8.89,No
Chennai,B.Tech CSE (AI & ML),6.83,No
Vellore,B.Tech Computer Science & Engineering,8.75,No
Vellore,B.Tech Computer Science & Engineering,8.79,No
Bhopal,B.Tech Computer Science & Engineering,8.2,Yes
Vellore,B.Tech CSE (Education Technology),8.26,No
Bhopal,M.Tech VLSI Design,9.74,Yes
Bhopal,B.Tech Computer Science & Engineering,8.11,Yes
AP,B.Tech Computer Science & Engineering,5.24,No
Chennai,B.Tech Computer Science & Engineering,7.11,No
Chennai,B.Tech Computer Science & Engineering,9.29,No
Vellore,B.Tech CSE (AI & ML),9.09,Yes
AP,B.Tech CSE (Education Technology),7.65,No
AP,B.Tech Computer Science & Engineering,7.87,No
Vellore,B.Tech CSE (E-Commerce Technology),7.93,No
Bhopal,B.Tech Computer Science & Engineering,8.75,No
Vellore,B.Tech Computer Science & Engineering,9.88,Yes
Vellore,B.Tech Computer Science & Engineering,6.16,No
Chennai,B.Tech Computer Science & Engineering,6.76,No
Vellore,B.Tech Computer Science & Engineering,5.72,No
Vellore,B.Tech Computer Science & Engineering,6.06,No
Vellore,B.Tech Computer Science & Engineering,6.87,No
Chennai,B.Tech Computer Science & Engineering,9.23,Yes
Chennai,B.Tech Computer Science & Engineering,9.5,Yes
Vellore,B.Tech ECE (AI & Cybernetics),6.92,No
Vellore,B.Tech Computer Science & Engineering,5.1,No
